TipoDePublicacao,NumeroDaPublicacao,Revisao,DataEfetividade,DocAssociado,Emissor,ATA,Assunto,Categoria,Tipo,Aplicabilidade,DescAplicabilidade,Acao,Analista,TSN,DataAnalise,TipoDeControle,CSN,DataLimite,Justificativa
AD/CF/DA/CN,F-1997-264-034,0,35707,SB ATR 72-57-1019,EASA (UE),57  WINGS,Wing - External wing nuts,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo/MSN da aeronave PR-MPW (ATR 72-212A MSN 682).
AD/CF/DA/CN,F-1997-158-033(B),0,35637, Service Bulletin ATR 72-53-1008 or any further approved revision.  - Service Bulletin ATR 72-53-1044 or any further approved revision,EASA (UE),53  FUSELAGE,Karman fairing panel fasteners,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682).
AD/CF/DA/CN,F-1990-220-034(B) R1,1,33205,Service Bulletin ATR72-27-1008  Service Bulletin ATR72-27-1012  Service Bulletin ATR72-27-1013  Service Bulletin ATR72-27-1014,EASA (UE),27-FLIGHT CONTROLS,Flight Controls,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682)
AD/CF/DA/CN,F-1996-288-032(B) R1,1,35413,Service Bulletin ATR 72-25-1052,EASA (UE),25-EQUIPMENT/FURNISHINGS,Forward cargo compartment nets  ,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 0682)
AD/CF/DA/CN,F-1996-110-030(B),0,35231,Service Bulletin ATR 72-71-1006,EASA (UE),71-POWER PLANT,Engine nacelle drain system,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682).
AD/CF/DA/CN,F-1996-096-029(B),0,35203,Service Bulletin ATR 72-32-1036  Service Bulletin ATR 72-32-1037,EASA (UE),32-LANDING GEAR,Main landing gear - Pins Magnaghi  ,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),ALREADY EMBODIED,André Torres,,43476,,,,Requisito 1 (SB MHB 631-32-125= 32-1036):   
AD/CF/DA/CN,F-1996-019-028(B),0,35091, Service Bulletin ATR 72-27-1044  ,EASA (UE),27-FLIGHT CONTROLS,Elevators uncoupling mechanism,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682)
AD/CF/DA/CN,F-1994-065-020R1,1,34895,Service Bulletin ATR 72-32-1025 original issue or any further approved revision.  Service Bulletin ATR 72-32-1031 original or any further approved revision.,EASA (UE),32-LANDING GEAR,Main landing gears Shock absorber/universal joint hinge pins  ,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682)
AD/CF/DA/CN,F-1994-224-024,0,34615,Service Bulletin ATR 72-27-1038,EASA (UE),27-FLIGHT CONTROLS,Stick pusher actuator,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43476,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682)
AD/CF/DA/CN,F-1994-191-022(B),0,34573,Service Bulletin ATR 72-53-1022  Service Bulletin ATR 72-53-1034  Service Bulletin ATR 72-53-1053,EASA (UE),32-LANDING GEAR,Side brace fitting area,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),DOES NOT REQUIRE ACTION,André Torres,,43476,,,,Nenhuma ação necessário devido à aeronave PR-MPW (ATR72-212A MSN 682) ser pós-mod 2879 e pós-mod 2628 conforme MOD STATUS
AD/CF/DA/CN,F-1994-161-021(B),0,34531,Service Bulletin ATR 72-53-1008  Service Bulletin ATR 72-53-1043,EASA (UE),53  FUSELAGE,Karman fairings attachment clips  ,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW devido a mesma ser pós-mod 2601 e  pós-mod 3942
AD/CF/DA/CN,F-1992-084-010(B) R2,2,33705,SB PWC 21211  SB PWC 21111  SB ATR 72-26-1004  SB ATR 72-26-1005,EASA (UE),26-FIRE PROTECTION,Fire detector,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,14//01/2019,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682) que tem instalado motores modelo PW-127F
AD/CF/DA/CN,F-1994-001-018(B),0,34349,ATR 72-27-1010 original issue or any later revision.  ATR 72-27-1012 original issue or any later revision.  ATR 72-27-1027 original issue or any later revision.  ATR 72-27-1033 original issue or any later revision,EASA (UE),27-FLIGHT CONTROLS,Flight control rods,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW (ATR72-212A MSN 682) devido a mesma ser pós-mod 2723 e pós-mod 3110 conforme MOD STATUS
AD/CF/DA/CN,F-1993-116(B) R2,2,34349,DUNLOP AVIATION DIVISION SB 32-1069  - DUNLOP AVIATION DIVISION SL ATR -32-06,EASA (UE),32-LANDING GEAR,DUNLOP AVIATION DIVISION - Main landing gear wheels - Brake side half hub  ,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao P/N instalado na aeronave PR-MPW (ATR72-212A MSN 682) conforme mapa de cumprimento do antigo operador.    P/N Instalado: C20586120    
AD/CF/DA/CN,F-1992-272-017(B) R1,1,33971,S.B. ATR 72-53-1026R1  S.B. ATR 72-53-1027  S.B. ATR 72-53-1028,EASA (UE),53  FUSELAGE,Frame 26  ,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao MSN da aeronave PR-MPW (ATR72-212A MSN 682)
AD/CF/DA/CN,F-92-262-016(B),0,33943,Service Bulletin ATR 72-57-1008  ,EASA (UE),57  WINGS,Outer wing,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW (ATR72-212A MSN 682) ser pós mod 3196 conforme MOD STATUS
AD/CF/DA/CN,F-92-134-014(B) R1,1,33845, S.B. ATR 72-27-1025 R3,EASA (UE),27-FLIGHT CONTROLS,Pitch control,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW (ATR72-212A MSN 682) devido a mesma ser pós mod 3361 conforme MOD STATUS
AD/CF/DA/CN,F-1990-193-032 (B) R2,2,UPON RECEIPT,SB ATR 72-29-A1003,EASA (UE),29-HYDRAULIC POWER,Hydraulic System: Low pressure warning,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave  PR-MPW (ATR 72-212A MSN 682) e a aeronave já é pós mod 03082.
AD/CF/DA/CN,F-92-135-015(B),0,33789,SB ATR 72-32-1011  SB MB 631-32-085 R1  ,EASA (UE),32-LANDING GEAR,Main landing gear - Side brace,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW (ATR72-212A MSN 682) devido aos PNs dos side brace instalados de acordo com o Mapa de Cumprimento da ATR (ATR 72 AIRWORTHNESS COMPLIANCE LIST).
AD/CF/DA/CN,F-92-123-013(B),0,33761,SB ATR 72-31-1006,EASA (UE),31-INDICATING / RECORDING SYSTEM,ECE push-button,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW (ATR72-212A MSN 682) devido o boletim de serviço (SB ATR72-31-1006) não ser efetivo para aeronaves modelo ATR72-212A
AD/CF/DA/CN,F-1991-045-011 (B),0,33663,-,EASA (UE),25-EQUIPMENT/FURNISHINGS,Comercial FURNISHING,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),DOES NOT REQUIRE ACTION,André Torres,,43479,,,,Não requer ãção devido a diretriz não citar ações de cumprimento para aeronave modelo ATR72-212A
AD/CF/DA/CN,F-1991-217-007 (B) R1,1,37176,SB ATR 72-76-1002,EASA (UE),76-ENGINE CONTROLS,Engine and propeller flexible controls,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682).
AD/CF/DA/CN,F-1991-238-009(B),0,33551,SB ATR72-22-1004  SB ATR72-27-1019,EASA (UE),22-AUTO FLIGHT,Auto Pilot,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN:682) e as modificações 3112 e 3168 já foram incorporadas conforme MOD STATUS 
AD/CF/DA/CN,F-1991-215-006 (B),0,33523,SB ATR72-55-1001,EASA (UE),55  STABILIZERS,Flight Controls,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682).
AD/CF/DA/CN,F-1991-067-005,0,33327,SB ATR72-21-1005,EASA (UE),27-FLIGHT CONTROLS,Flight Controls,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682).
AD/CF/DA/CN,F-1991-006-037,0,33247,SB ATR72-1001,EASA (UE),32-LANDING GEAR,Nose Landing Gear,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A MSN 682).
AD/CF/DA/CN,F-1994-002-019 (B),0,34349,ATR72-32-1021,EASA (UE),32-LANDING GEAR,Nose Landing Gear NARDI Hinge Pins,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),ALREADY EMBODIED,André Torres,,43479,,,,Diretriz já incorporada conforme SB REPORT do último Overhaul do NLG P/N D22698172-4-106-107 (S/N N38) cumprida pela SAFRAN o qual atesta cumprimento do MHS SB631-32-097- que é referência do SB ATR72-32-1021. (NLG Post SB631-32-097). 
AD/CF/DA/CN,F-1994-197-023(B),0,UPON RECEIPT,ATR72-32-1028  ATR72-32-1029,EASA (UE),32-LANDING GEAR,Main landing gear rear hinge pin,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),ALREADY EMBODIED,André Torres,,43479,,,,Diretriz já incorporada à aeronave PR-MPW (ATR72-212A MSN 682) devido ambos os MLG (LH# e #RH) conforme SB Status do seu ultimo overhaul cumprido pela Safran. O documento atesta- para ambos- o SB 631-32-111 (SB que detalha as instruções de cumprimento do SB ATR72-32-1029) como cumprido- fechando os requisitos da diretriz.    
AD/CF/DA/CN,F-1996-096-029(B),0,35203,ATR72-32-1036 (MDB SB 631-32-125)  ATR72-32-1037 (MDB SB 631-32-126),EASA (UE),32-LANDING GEAR,Main landing gear - Pins Magnachi,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),ALREADY EMBODIED,André Torres,,43479,,,,Diretriz já incorporada aos componentes instalados na aeronave PR-MPW (ATR72-212A MSN 682) conforme cumprimento dos SBs MSB 631-32-125 e 631-32-126 em ambos os MLG (LH# e #RH) conforme SB Status do ultimo overhaul desses componentes.    
AD/CF/DA/CN,F-1996-096-029(B),0,34107,ATR72-32-1036  ATR72-32-1037,EASA (UE),32-LANDING GEAR,Main landing gear - Pins Magnachi,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),DOES NOT REQUIRE ACTION,André Torres,,43479,,,,Diretriz não requer ação de cumprimento para a aeronave PR-MPW(ATR72-212A MSN 682). Ações de cumprimento previstas nos SBs ATR72-32-1036 e ATR72-32-1037 possuem o seguinte status para cada trem de pouso da aeronave (MLG LH e RH):    MLG LH:   - P/N D23189000-21 MSN MN291 -  N/A conforme SB Status do ultimo overhaul;  MLG RH:   - P/N D23190000-22 MN172 - Já cumprida devido a iincorporação dos SBs MDB SB631-32-125/126 conforme SB Status do ultimo overhaul do componente.
AD/CF/DA/CN,F-2004-164,0,38283,MESSIER-DOWTY Service Bulletin No 631-32-178.  MESSIER-DOWTY Service Bulletin No 631-32-085.  ATR Service Bulletin No ATR 72-32-1046,EASA (UE),32-LANDING GEAR,Landing gear – Main Landing Gear – Side Brace Assembly – Secondary Side brace upper arm,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável à aeronave PR-MPW (ATR72-212A MSN 682) devido a mesma ser pós-mod 5522 (ATR72-32-1046) conforme MOD STATUS.
AD/CF/DA/CN,F-2002-073-063R2,2,37639,HAMILTON SUNDSTRAND CMM 61-21-07  HAMILTON SUNDSTRAND CMM 61-21-15.,EASA (UE),61-PROPELLERS,Propellers - Pitch change system component (ATA 61),Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Diretriz não aplicável ao modelo da aeronave PR-MPW (ATR72-212A)- a mesma possui instalada hélices modelo 567F-1 (#LH e #RH) as quais não estão envolvidas nas ações de cumprimento do texto da diretriz.
AD/CF/DA/CN,2016-0256,0,42734,IPECO SB 063-25-08 original issue dated 31 May 2016.  IPECO SB 063-25-09 original issue dated 31 May 2016.  IPECO SB 063-25-10 original issue dated 31 May 2016.,EASA (UE),25-EQUIPMENT/FURNISHINGS,ATA 25 – Equipment / Furnishings – Pilot and Co-pilot Seats – Modification,Mandatório,Modificação,Componente,ATR 72-212A - PR-MPW (MSN:682),CANCELLED/SUPERSEDED,André Torres,,43479,,,,Diretriz superada pela diretriz 2018-0262
AD/CF/DA/CN,2018-0262,0,43454,IPECO Service Bulletin (SB) 063-25-08/  IPECO Service Bulletin (SB) SB 063-25-09  IPECO Service Bulletin (SB) SB 063-25-10   IPECO SB 063-25-14.,EASA (UE),25-EQUIPMENT/FURNISHINGS,ATA 25 – Equipment / Furnishings – Pilot and Co-pilot Seats – Modification /Inspection,Mandatório,Inspeção Rep.,Componente,ATR 72-212A - PR-MPW (MSN:682),EMBODY,André Torres,,43479,,,,Assentos instalados na aeronave PR-MPW são pós mod 08670 (ATR SB 25-1157/IPECO SB 063-25-14)- prosseguir conforme abaixo    1) Dentro de 750 FH- inspecionar todas as molas afetadas de cada assento afetado de acordo com as instruções do Boletim de Inspeção (IPECO SB 063-25-14);    2) Se- durante qualquer inspeção requerida no item 1)- algum dano ou incorreta instalação de cada mola afetada (Identificada conforme Boletim de Inspeção) for encontrada. Antes do próximo vôom substitua ambas as molas de acordo com as instruções do boletim de inspeção.    Credito para assentos instalados em aeronaves ATR: Se- durante alguma inspeção requerida no item 1) dessa diretriz- algum dano ou instalação incorreta de apenas uma mola afetada (Conforme identificada no Boletim de Inspeção) for encontrada em um dos assentos (Piloto ou Co-piloto)- é permitido deferir o cumprimento das ações corretivas requeridas no item 2) por até 10 dias calendaricos desde que uma cópia do ATR Operations Engineering Bulletin (OEB) "Untimely Pilot Seat Unlocking" esteja inclusa no AFM- pilotos estejam informados e a aeronave esteja operado conforme o OEB.      -  Instalação de Peças:  A partir da data efetiva desde diretriz- é permitido instalar um assento afetado em uma aeronave desde que- antes da instalação-  o assento foi inspecionado (Sem defeitos encontrados) de acordo com as instruções do Boletim de Inspeção e que- conforme a instalação- o mesmo esteja sendo inspecionado conforme item 1);    A partir da data efetiva da diretriz- é permitida a instalação de molas afetadas em um assento instalado em uma aeronave desde que- antes do próximo vôo após a instalação- a mola passou por uma inspeção (Sem defeitos encontrados) de acordo com as instruções do Boletim de Inespeção e que a mesma seja inspecionada conforme item 1) posteriormente.          
AD/CF/DA/CN,F-1998-380-039 R1,1,39291,-,EASA (UE),61-PROPELLERS,Hamilton Standard 247F propellers - Blade root inspection,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),CANCELLED/SUPERSEDED,André Torres,,43479,,,,Diretriz superada pela diretriz FAA AD 2001-26-05
AD/CF/DA/CN,42705,0,42720,-,ANAC (Brasil),32-LANDING GEAR,Trem de Pouso,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),NOT APPLICABLE,André Torres,,43479,,,,Nenhuma ação necessária devido aos PNs do MLG Assemly (#LH e #RH) e NLG Assembly não serem contemplados pela Tabela1 - Componentes Afetados. 
AD/CF/DA/CN,41125,0,41211,-,ANAC (Brasil),35-OXYGEN,Gerador Químico de Oxigênio,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),CANCELLED/SUPERSEDED,André Torres,,43479,,,,Diretriz não aplicável à aeronave ATR72-212A (MSN 682) devido a mesma não possuir instalados geradores químicos de oxigênio.
AD/CF/DA/CN,2018-0259R1,1,43503,EBAT72-0013,EASA (UE),46-INFORMATION SYSTEMS,ELECTRONIC FLIGHT BAG UNIVERSAL SERIAL BUS RECEPTACLE - MODIFICATION,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),DOES NOT REQUIRE ACTION,Caio Silva,,43510,,,,Modification :  (1) Within 12 months after 14 december 2018- modify each affected part in accordance with the instructions of the SB EBAT72    - For the aircraft listed on the applicability list of this technical documentation analysis- no action is required because they have not embodied the modifications listed on appendix  1 of the airworthiness directive    Parts Instalation  (2)  After modification of aircraft as required by paragraph (1) of this analysis do not instal an affected part on that aircraft    - No action is required for the aircraft listed on the applicability list because the paragraph (1) of this analysis is not applicable
AD/CF/DA/CN,2019-0004,0,43490,-,EASA (UE),34-NAVIGATION,Global Navigation Satellite System - Operational Limitations,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),DOES NOT REQUIRE ACTION,Caio Silva,,43487,,,,Use of Navigation Database   (1) Within 30 days after the effective date of this AD- update the aircraft's navigation database where all RNP-AR procedures within SBAS areas and certain LPV procedures- as listed in the SIL- have been removed and- thereafter- use only a regularly updated navigation database where the above-mentioned procedures are not included.  - For the aircraft mentioned on the applicability list of this analysis- no action is required because it is not equiped with thales Topstar 200 LPV GPS/SBAS receiver  AFM UPDATE  (2) For the ATR72-212A equipped with ATR MOD 7180- MOD 7182 or MOD 7585  in production or on wich SB ATR72-34-1143 or ATR72-34-1145 or SB ATR72-34-1154 has been embodied in service : Within 30 days after the effective date of this AD- amend Section 1.2 "Each Flight Checks" of the applicable AFM by inserting the AFM change as defined in this AD- inform all flight crew and- thereafter- operate the aeroplane accordingly.   - For the aircraft mentioned on the applicability list of this analysis- no action is required because it is not equiped with modification quoted on paragraph 2 of this analisys.  (3) After amending the AFM of an aeroplane- as required by paragraph (2) of this analysis- introducing a later approved ATR AFM Revision that contains the AFM Change- as defined in this AD- into the applicable AFM is an acceptable method to comply with the requirements of paragraph (2) of this analysis   -No action is required for this paragraph because paragraph (2) is not applicable for the aircraft listed on the applicability field of this analysis    
AD/CF/DA/CN,2019-0236,0,43745,ATR AOM 2019/12 Issue 2,EASA (UE),32-LANDING GEAR,ATA 32 - Landing Gear - Main Landing Gear Bush - Inspection,Mandatório,Inspeção única,Célula,ATR 72-212A - PR-MPW (MSN:682),EMBODY,André Torres,,43731,,,, - INSPECTION(S):    1) Inspect the bush P/N D61002 intallation of LH and RH MLG in accordance with the instructions of the AOM;    - CORRECTIVE ACTION(S):    2) If- during the inspection as required by paragraph (1) of this FADT- the bush is found in wrong position as defined in the AOM- before next flight- remove the affected MLG- and replace it with a serviceable MLG- as defined in this FADT- in accordance with the instructions of the AOM.    - PARTS INSTALLATION/LIFE LIMIT IMPLEMENTATION:    3) For serviceable MLG- Scenario 1: Within 12 months or 3000FC- wichever occurs first since (re-)installation on an aeroplane as required by paragraph (2) of this AD- replace it with a serviceable MLG- as defined in this AD- in accordance with the instructions of the AOM    4) From the effective date of this AD- each MLG removal and installation must be accomplished in accordance with the instructions of the JIC 321100 RAI 10000 (Dated 09/07/2019) (Ref to AOM 2019/12);    CREDIT:    5) Inspection and- depending on findings- correction of an aeroplane- accomplished before the effective date of this AD in accordance with the instructions of ATR AOM 2019/12 at issue 1- is an acceptable method to comply with the requirements of paragraphs  (1) and (2) of this AD for that aeroplane;    REPORTING    6) Within 30 days after the accomplishment of the inspection as required by paragraph (1) of this AD- or within 30 days after the effective date of this AD- wichever occurs later- report the inspection results (including no findings) to ATR. Using the instructions of the AOM is an acceptable method to comply with this reporting requirement.    NOTE:  Serviciable MLG:     - Scenario 1: Any MLG on which the bushing P/N D61002 was found wrongly installed and which was corrected in accordance with the AOM and has accumulated less than 12 months or 3000 FC since first re-installation after correction; or   - Scenario 2: An MLG on which the bushing PN D61002 was found correctly installed in accordance with the instructions of the AOM;
AD/CF/DA/CN,2019-0278,0,26/11/2019,ATR AOM 2019/05 & SB ATR72-92-1048,EASA (UE),92-Electrical System Installation,ATA 92 - Engine Nacelle Electrical Wiring/ATA 29 - Underwing Box Hydraulic Pipe,Mandatório,Modificação,Célula,ATR 72-212A - PR-MPW (MSN:682),Incorporar,André Torres,30876,76,26/11/2019,FH/MO (WOL),N/A,25/11/2021,Modification:      (1) Within 24 MO or 5000 FH whichever occurs first after effective date-modify the electrical wiring routing installation on both engine nacelles IAW applicable SB;      On the date of this analysis- MSN 682 accumulated TSN 25876-28 & CSN 38795   Inspection(s):     (2) Before next flight after the required modification- accomplish a DVI of the propeller brake hydraulic pipe for chafing with the screw head on RH underwing box of the engine nacelle- IAW the AOM;  Corrective Action(s):     (3) If- during the inspection as required by paragraph (2) of this AD- the hydraulic pipe is found damaged- before next flight replace the hydraulic pipe with a new one IAW the AOM;      (4) If- during the inspection as required by paragraph (2) of this AD- the gap between hydraulic pipe and screw if found to be less than 6mm- before next flight- contact ATR for approved repair instructions and- within the compliance time(s) specified therein- accomplish those instructions accordingly. 
AD/CF/DA/CN,2019-0278,0,26/11/2019,ATR AOM 2019/05 & SB ATR72-92-1048,EASA (UE),92-Electrical System Installation,ATA 92 - Engine Nacelle Electrical Wiring/ATA 29 - Underwing Box Hydraulic Pipe,Mandatório,Modificação,Célula,ATR 72-202 - PR-MPY (MSN:519),Incorporar,André Torres,28164,8,26/11/2019,FH/MO (WOL),N/A,25/11/2021,Modification:      (1) Within 24 months or 5000 FH- whichever occurs later after the effective date- modify the electrical wiring routing installation on both engine nacelles IAW applicable SB;      On the date of this analysis- MSN 519 accumulated TSN 23164-8 & CSN 26151  Inspection(s):     (2) Before next flight after the required modification- accomplish a DVI of the propeller brake hydraulic pipe for chafing with the screw head on RH underwing box of the engine nacelle- IAW the AOM;  Corrective Action(s):     (3) If- during the inspection as required by paragraph (2) of this AD- the hydraulic pipe is found damaged- before next flight replace the hydraulic pipe with a new one IAW the AOM;      (4) If- during the inspection as required by paragraph (2) of this AD- the gap between hydraulic pipe and screw if found to be less than 6mm- before next flight- contact ATR for approved repair instructions and- within the compliance time(s) specified therein- accomplish those instructions accordingly. 
AD/CF/DA/CN,2019-0278,0,43795,ATR AOM 2019/05 & SB ATR42-92-0037,EASA (UE),92-Electrical System Installation,ATA 92 - Engine Nacelle Electrical Wiring/ ATA 29 - Underwing Box Hydraulic Pipe,Mandatório,Modificação,Célula,ATR 42-500 - PR-PDP (MSN: 581),Incorporar,André Torres,37290,92,43787,FH/MO (WOL),,26/11/2021,Modification:      (1)  Within 24 months/5000FH (Wichever occurs later)- modify the electrical wiring routing installation on both engine nacelles IAW applicable SB;       On the date of this analysis MSN:581 has accumulated TSN 32290-92 CSN 35588.  Inspection(s):     (2) Before next flight after the required modification- accomplish a DVI of the propeller brake hydraulic pipe for chafing with the screw head on RH underwing box of the engine nacelle- IAW the AOM;  Corrective Action(s):     (3) If- during the inspection as required by paragraph (2) of this AD- the hydraulic pipe is found damaged- before next flight replace the hydraulic pipe with a new one IAW the AOM;      (4) If- during the inspection as required by paragraph (2) of this AD- the gap between hydraulic pipe and screw if found to be less than 6mm- before next flight- contact ATR for approved repair instructions and- within the compliance time(s) specified therein- accomplish those instructions accordingly. 
AD/CF/DA/CN,2019-0278,0,26/11/2019,ATR AOM 2019/05 & SB ATR72-92-1048,EASA (UE),92-Electrical System Installation,ATA 92 - Engine Nacelle Electrical Wiring/ATA 29 - Underwing Box Hydraulic Pipe,Mandatório,Modificação,Célula,ATR 72-202 - PR-MPZ (MSN:523),Incorporar,André Torres,33036,26/11/2019,FH/MO(WOL),,25/11/2021,Modification:      (1)  Within 24MO or 5000 FH whichever occurs later after effective date- modify the electrical wiring routing installation on both engine nacelles IAW applicable SB;      On the date of this analysis- MSN 523 accumulated TSN 28036 CSN 29048  Inspection(s):     (2) Before next flight after the required modification- accomplish a DVI of the propeller brake hydraulic pipe for chafing with the screw head on RH underwing box of the engine nacelle- IAW the AOM;  Corrective Action(s):     (3) If- during the inspection as required by paragraph (2) of this AD- the hydraulic pipe is found damaged- before next flight replace the hydraulic pipe with a new one IAW the AOM;      (4) If- during the inspection as required by paragraph (2) of this AD- the gap between hydraulic pipe and screw if found to be less than 6mm- before next flight- contact ATR for approved repair instructions and- within the compliance time(s) specified therein- accomplish those instructions accordingly. 
AD/CF/DA/CN,2019-0278,0,26/11/2019,ATR AOM 2019/05 & SB TR42-92-0037,EASA (UE),92-Electrical System Installation,ATA 92 - Engine Nacelle Electrical Wiring/ATA 29 - Underwing Box Hydraulic Pipe,Mandatório,Modificação,Célula,ATR 42-320 - PR-MPO (MSN:091),Não Aplicável,André Torres,,18/11/2019,FH/MONTHS,,N/A,This airworthiness directive is not applicable to MSN 091 because the aircraft is pre-mod 01872 and is not affected by the ATR SB ATR42-92-0037.
AD/CF/DA/CN,2019-0278,0,26/11/2019,ATR AOM 2019/05 & SB ATR42-92-0037,EASA (UE),92-Electrical System Installation,ATA 92 - Engine Nacelle Electrical Wiring/ATA 29 - Underwing Box Hydraulic Pipe,Mandatório,Modificação,Célula,ATR 42-300 - PT-MFE (MSN:295),Não Aplicável,André Torres,,18/11/2019,N/A,,,This airworthiness directive is not applicable to MSN 295 because the aircraft is pre-mod 01872 and is not affected by the ATR SB ATR42-92-0037.
AD/CF/DA/CN,CF-88-11R1,1,-,-,DT (Canada),72-ENGINE ,CANCELLATION NOTICE - ALL ENG'S / SPARES ARE COMPLIANT,-,-,Motor,PW127F - PCE-AM0079,Cancelada / Suprecedida,Marcos Negreiros,-,43748,-,-,-,CANCELLATION NOTICE - ALL ENG'S / SPARES ARE COMPLIANT
